actual,ML_prediction,DL_prediction
TRUE,0.56,0.0
TRUE,0.39840934,1.0
TRUE,0.5903837,1.0
TRUE,0.92934704,1.0
TRUE,0.635,1.0
TRUE,0.7325,1.0
TRUE,0.94,1.0
TRUE,0.38022593,1.0
TRUE,0.70458263,1.0
TRUE,0.659818,1.0
TRUE,0.90125436,1.0
TRUE,0.38022593,0.0
TRUE,0.27533334,1.0
TRUE,0.95,1.0
TRUE,0.5830675,1.0
TRUE,0.58445346,1.0
TRUE,0.8183333,1.0
TRUE,0.8,1.0
TRUE,0.50212544,1.0
TRUE,0.65273935,0.0
TRUE,0.69,1.0
TRUE,0.572012,0.0
TRUE,0.5677448,0.0
TRUE,0.77,0.0
TRUE,0.56916666,1.0
TRUE,0.58,1.0
TRUE,0.7225688,0.0
TRUE,0.6308135,0.0
TRUE,0.522482,0.0
TRUE,0.65273935,1.0
TRUE,0.38022593,0.0
TRUE,0.6,1.0
TRUE,0.89,1.0
TRUE,0.79,1.0
TRUE,0.36992425,0.0
TRUE,0.40458807,1.0
TRUE,0.96,1.0
TRUE,0.7029167,1.0
TRUE,0.94657934,1.0
TRUE,0.84,0.0
TRUE,0.81863886,1.0
TRUE,0.99,1.0
TRUE,0.8842222,1.0
TRUE,0.73,0.0
TRUE,0.93,0.0
TRUE,0.76,1.0
TRUE,0.7865711,1.0
TRUE,0.572012,1.0
TRUE,0.75149566,0.0
TRUE,0.39840934,1.0
TRUE,0.38022593,1.0
TRUE,0.40458807,1.0
TRUE,0.67168444,1.0
TRUE,1.0,1.0
TRUE,0.94,1.0
TRUE,0.65069634,1.0
TRUE,0.83640474,0.0
TRUE,0.775,0.0
TRUE,0.835,1.0
TRUE,0.50425225,1.0
TRUE,0.8377517,1.0
TRUE,0.66022366,0.0
TRUE,0.8377517,1.0
TRUE,0.83,1.0
TRUE,0.94938093,0.0
TRUE,0.6065,1.0
TRUE,0.66022366,0.0
TRUE,0.8214286,0.0
TRUE,0.4361746,1.0
TRUE,0.47451684,0.0
TRUE,0.70987135,0.0
TRUE,0.89,1.0
TRUE,0.3785278,1.0
TRUE,0.5677448,1.0
TRUE,0.50212544,1.0
TRUE,0.7936858,1.0
TRUE,0.88,0.0
TRUE,0.45333335,1.0
TRUE,0.5677448,1.0
TRUE,0.66022366,0.0
TRUE,0.66022366,1.0
TRUE,0.5677448,0.0
TRUE,0.8809091,0.0
TRUE,0.3497035,1.0
TRUE,0.65069634,1.0
TRUE,0.84,1.0
TRUE,0.8527149,0.0
TRUE,0.77,1.0
TRUE,0.85,1.0
TRUE,0.5677448,1.0
TRUE,0.65069634,0.0
