actual,ML_prediction,DL_prediction
TRUE,0.593148,1.0
TRUE,0.59,1.0
TRUE,0.42500332,1.0
TRUE,0.77799493,1.0
TRUE,0.2867738,1.0
TRUE,0.89,0.0
TRUE,0.9633333,0.0
TRUE,0.99,1.0
TRUE,0.37787643,1.0
TRUE,0.8626748,1.0
TRUE,0.79214287,1.0
TRUE,0.37787643,1.0
TRUE,0.55833334,1.0
TRUE,0.87,1.0
TRUE,0.6328746,1.0
TRUE,0.7500476,0.0
TRUE,0.24659523,1.0
TRUE,0.67075,0.0
TRUE,0.87,1.0
TRUE,0.38516667,0.0
TRUE,0.49249792,0.0
TRUE,0.62666667,1.0
TRUE,0.7,1.0
TRUE,0.6037405,0.0
TRUE,0.5547176,0.0
TRUE,0.42,1.0
TRUE,0.108333334,1.0
TRUE,0.43,1.0
TRUE,0.60275465,1.0
TRUE,0.7311429,0.0
TRUE,0.6328746,1.0
TRUE,0.57633334,1.0
TRUE,0.37787643,0.0
TRUE,0.75,1.0
TRUE,0.96,1.0
TRUE,0.65,1.0
TRUE,0.39813703,0.0
TRUE,0.77373415,1.0
TRUE,0.5547176,1.0
TRUE,0.89309525,1.0
TRUE,0.89,0.0
TRUE,0.5547176,0.0
TRUE,0.87,1.0
TRUE,0.5781259,1.0
TRUE,0.6889491,0.0
TRUE,0.64,0.0
TRUE,0.9033333,0.0
TRUE,0.58057356,1.0
TRUE,0.6037405,0.0
TRUE,0.6739754,0.0
TRUE,0.42500332,1.0
TRUE,0.37787643,0.0
TRUE,0.39813703,1.0
TRUE,0.32720345,1.0
TRUE,0.94,1.0
TRUE,0.6533999,0.0
TRUE,0.48049784,0.0
TRUE,0.224,0.0
TRUE,0.8,1.0
TRUE,0.35528815,1.0
TRUE,1.0,1.0
TRUE,0.76,1.0
TRUE,0.9333723,1.0
TRUE,0.5431905,1.0
TRUE,0.4781401,0.0
TRUE,0.58293104,0.0
TRUE,0.27622223,0.0
TRUE,0.83,0.0
TRUE,0.2641494,1.0
TRUE,0.84,0.0
TRUE,0.51453406,1.0
TRUE,0.755,1.0
TRUE,0.6386264,1.0
TRUE,0.5547176,1.0
TRUE,0.49249792,1.0
TRUE,0.48,0.0
TRUE,0.5547176,1.0
TRUE,0.4781401,1.0
TRUE,0.5547176,0.0
TRUE,0.4475,0.0
TRUE,0.2861023,1.0
TRUE,0.91,1.0
TRUE,0.6750068,0.0
TRUE,0.43,1.0
TRUE,0.82,1.0
TRUE,0.71,1.0
TRUE,0.5547176,1.0
TRUE,0.6533999,1.0
TRUE,0.37787643,1.0
TRUE,0.32720345,1.0
TRUE,0.95,0.0
TRUE,0.64016664,1.0
TRUE,0.37787643,1.0
TRUE,0.49249792,0.0
TRUE,0.9,0.0
TRUE,0.8519167,1.0
TRUE,0.96,1.0
TRUE,0.5209524,1.0
TRUE,0.97,1.0
TRUE,0.67,1.0
TRUE,0.41720238,0.0
TRUE,0.68768364,0.0
TRUE,0.97,1.0
TRUE,0.49249792,0.0
TRUE,0.73,1.0
TRUE,0.5547176,0.0
TRUE,0.6533999,0.0
TRUE,0.8475,1.0
TRUE,0.49249792,1.0
TRUE,0.45383334,1.0
TRUE,0.82,1.0
TRUE,0.585,1.0
TRUE,0.9916667,0.0
TRUE,0.985,1.0
TRUE,0.32720345,0.0
TRUE,0.32720345,0.0
TRUE,0.4781401,1.0
TRUE,0.99,1.0
TRUE,0.63,1.0
TRUE,1.0,0.0
TRUE,0.94,1.0
TRUE,0.41,0.0
TRUE,0.6750068,1.0
TRUE,0.54090476,1.0
TRUE,0.94,0.0
TRUE,0.0365,0.0
TRUE,0.67333335,0.0
TRUE,0.73,1.0
TRUE,0.77799493,1.0
TRUE,0.6739754,0.0
TRUE,0.685,1.0
TRUE,0.7608333,1.0
TRUE,0.49249792,0.0
TRUE,0.89,1.0
TRUE,0.73,1.0
TRUE,0.34,0.0
TRUE,0.9333723,1.0
TRUE,0.7973795,1.0
TRUE,0.4781401,1.0
TRUE,0.58,0.0
TRUE,0.66,1.0
TRUE,0.20230769,1.0
TRUE,0.33144155,1.0
TRUE,0.705,1.0
TRUE,0.77166665,1.0
TRUE,0.6675,1.0
TRUE,0.72,1.0
TRUE,0.32720345,0.0
TRUE,0.6328746,0.0
TRUE,0.42466667,0.0
TRUE,0.84345305,1.0
TRUE,0.37787643,0.0
TRUE,0.6824365,1.0
TRUE,0.48666668,0.0
TRUE,0.46151954,1.0
TRUE,0.722792,1.0
TRUE,0.86,0.0
TRUE,0.63030875,0.0
TRUE,0.37693363,1.0
TRUE,0.34,1.0
TRUE,0.6824365,0.0
TRUE,0.49249792,0.0
TRUE,0.6739754,1.0
TRUE,0.6037405,1.0
TRUE,0.68768364,0.0
TRUE,0.165,0.0
TRUE,0.8681667,1.0
TRUE,0.60702384,1.0
TRUE,0.60048413,1.0
TRUE,0.95416665,1.0
TRUE,0.77799493,0.0
TRUE,0.81,1.0
TRUE,0.97,0.0
TRUE,0.56,1.0
TRUE,0.58,1.0
TRUE,0.6889491,1.0
TRUE,0.02,1.0
TRUE,0.795,1.0
TRUE,0.49,1.0
TRUE,0.6037405,0.0
TRUE,0.39,1.0
TRUE,0.662,0.0
TRUE,0.94,0.0
TRUE,0.41720238,0.0
TRUE,0.86833334,1.0
TRUE,0.904,1.0
TRUE,0.22583982,1.0
TRUE,0.9916667,1.0
TRUE,0.6436025,1.0
