actual,ML_prediction,DL_prediction
TRUE,0.31552932,1.0
TRUE,0.78,1.0
TRUE,0.81916666,0.0
TRUE,0.55669165,1.0
TRUE,0.5753849,0.0
TRUE,0.76,1.0
TRUE,0.70533335,1.0
TRUE,0.96,1.0
TRUE,0.3892556,1.0
TRUE,0.61691594,0.0
TRUE,0.76588094,0.0
TRUE,0.99,0.0
TRUE,0.3892556,0.0
TRUE,0.73572224,1.0
TRUE,0.74,1.0
TRUE,0.7489037,0.0
TRUE,0.4894722,1.0
TRUE,0.745,0.0
TRUE,0.58,1.0
TRUE,0.62,0.0
TRUE,0.5169248,0.0
TRUE,0.62318915,0.0
TRUE,0.66,1.0
TRUE,0.8523333,0.0
TRUE,0.78066665,1.0
TRUE,0.69,1.0
TRUE,0.7281816,1.0
TRUE,0.25023377,0.0
TRUE,0.62318915,1.0
TRUE,0.3892556,0.0
TRUE,0.57,0.0
TRUE,1.0,1.0
TRUE,0.595,0.0
TRUE,0.08622619,0.0
TRUE,0.5248733,1.0
TRUE,0.38028884,0.0
TRUE,0.59869844,1.0
TRUE,0.7907111,1.0
TRUE,0.615,0.0
TRUE,0.6477944,1.0
TRUE,1.0,0.0
TRUE,0.8682331,1.0
TRUE,0.8434144,1.0
TRUE,0.68,0.0
TRUE,0.695,0.0
TRUE,0.76228917,1.0
TRUE,0.8407049,0.0
TRUE,0.4386307,0.0
TRUE,0.3892556,1.0
TRUE,0.5268209,0.0
TRUE,0.96,1.0
TRUE,0.63784325,0.0
TRUE,0.5743095,1.0
TRUE,0.35193333,0.0
TRUE,0.48093987,0.0
TRUE,0.63256305,1.0
TRUE,0.6424124,0.0
TRUE,0.63256305,1.0
TRUE,0.6849797,1.0
TRUE,0.75,1.0
TRUE,0.92216665,1.0
TRUE,0.7054286,0.0
TRUE,0.6424124,0.0
TRUE,0.50290436,0.0
TRUE,0.035833333,0.0
TRUE,0.91,1.0
TRUE,0.40737978,1.0
TRUE,0.81,1.0
TRUE,0.49502382,1.0
TRUE,0.7190705,0.0
TRUE,0.674586,1.0
TRUE,0.5169248,1.0
TRUE,0.80770826,1.0
TRUE,0.7,1.0
TRUE,0.17,0.0
TRUE,0.674586,1.0
TRUE,0.59519446,1.0
TRUE,0.6424124,1.0
TRUE,0.674586,0.0
TRUE,0.98,0.0
TRUE,0.34500685,1.0
TRUE,0.63784325,1.0
TRUE,0.85,1.0
TRUE,0.46,1.0
TRUE,0.61,1.0
TRUE,0.895,1.0
TRUE,0.674586,0.0
TRUE,0.63784325,0.0
TRUE,0.5268209,0.0
TRUE,0.49479276,1.0
TRUE,0.84,1.0
TRUE,0.3892556,1.0
TRUE,0.5169248,1.0
TRUE,0.84,0.0
TRUE,0.98,0.0
TRUE,0.91209525,1.0
TRUE,0.7,1.0
TRUE,0.91,1.0
TRUE,0.92,1.0
TRUE,0.91,1.0
TRUE,0.77947617,0.0
TRUE,0.45,1.0
TRUE,0.5169248,0.0
TRUE,0.65,1.0
TRUE,0.674586,0.0
TRUE,0.63784325,0.0
TRUE,0.7485,1.0
TRUE,0.53,1.0
TRUE,0.75,1.0
TRUE,0.77538097,1.0
TRUE,0.8333333,1.0
TRUE,0.41,0.0
TRUE,0.7415,1.0
TRUE,0.85,1.0
TRUE,0.5268209,1.0
TRUE,0.5268209,0.0
TRUE,0.6424124,1.0
TRUE,1.0,1.0
TRUE,0.7,1.0
TRUE,0.6936917,1.0
TRUE,0.12216666,1.0
TRUE,1.0,0.0
TRUE,0.2636,0.0
TRUE,0.9575,0.0
TRUE,0.5268209,1.0
TRUE,0.78,0.0
TRUE,0.4538766,0.0
TRUE,0.55669165,1.0
TRUE,0.8407049,0.0
TRUE,0.69,1.0
TRUE,0.61695236,1.0
TRUE,0.5169248,0.0
TRUE,0.86,1.0
TRUE,0.56680554,1.0
TRUE,0.91333336,1.0
TRUE,0.92,0.0
TRUE,0.92216665,1.0
TRUE,0.998,0.0
TRUE,0.85,0.0
TRUE,0.35,0.0
TRUE,0.45,1.0
TRUE,0.47066668,1.0
TRUE,0.57166666,1.0
TRUE,0.58,1.0
TRUE,0.59297657,1.0
TRUE,0.97,0.0
TRUE,0.77,1.0
TRUE,0.5268209,0.0
TRUE,0.6846667,0.0
TRUE,0.80770826,1.0
TRUE,0.56680554,1.0
TRUE,0.62616664,0.0
TRUE,0.7303806,1.0
TRUE,0.5673859,1.0
TRUE,0.78,0.0
TRUE,0.6849797,0.0
TRUE,0.228,1.0
TRUE,0.52,1.0
TRUE,0.56680554,0.0
TRUE,0.5169248,0.0
TRUE,0.8407049,1.0
TRUE,0.3892556,1.0
TRUE,0.54181397,1.0
TRUE,0.77947617,1.0
TRUE,0.55535716,1.0
TRUE,0.575,1.0
TRUE,0.76035714,1.0
TRUE,0.8566667,1.0
TRUE,0.77,0.0
TRUE,0.82,1.0
TRUE,0.86,1.0
TRUE,0.63,1.0
TRUE,0.8434144,0.0
TRUE,0.224,1.0
TRUE,0.86,1.0
TRUE,0.54181397,0.0
TRUE,0.6690957,1.0
TRUE,0.73,1.0
TRUE,0.53,0.0
TRUE,0.65331006,0.0
TRUE,0.95,0.0
TRUE,0.82219803,0.0
TRUE,0.53770834,1.0
TRUE,0.7415,1.0
TRUE,0.67660147,1.0
TRUE,0.87,0.0
TRUE,0.56680554,0.0
TRUE,0.674586,1.0
TRUE,0.5169248,0.0
TRUE,0.64641297,0.0
TRUE,0.998,0.0
TRUE,0.25,1.0
TRUE,0.9683333,0.0
TRUE,0.63784325,1.0
TRUE,0.7,1.0
TRUE,0.6450097,1.0
TRUE,0.8407049,0.0
TRUE,0.895,1.0
TRUE,0.86,0.0
TRUE,0.78,1.0
TRUE,0.40323034,0.0
TRUE,0.63256305,1.0
TRUE,0.998,0.0
TRUE,0.315,1.0
