actual,ML_prediction,DL_prediction
TRUE,0.37496507,0.0
TRUE,0.69,1.0
TRUE,0.67,0.0
TRUE,0.6621544,0.0
TRUE,0.7010902,1.0
TRUE,0.98,0.0
TRUE,0.97,1.0
TRUE,0.91,0.0
TRUE,0.37883022,1.0
TRUE,0.99875,1.0
TRUE,0.6530671,1.0
TRUE,0.8965029,1.0
TRUE,0.37883022,0.0
TRUE,0.65088093,0.0
TRUE,0.67,1.0
TRUE,0.7304405,1.0
TRUE,0.50857145,1.0
TRUE,0.80833334,1.0
TRUE,0.59,0.0
TRUE,0.5248953,0.0
TRUE,0.6340631,0.0
TRUE,0.49,0.0
TRUE,0.81,1.0
TRUE,0.5039111,0.0
TRUE,0.5521868,0.0
TRUE,0.815,0.0
TRUE,0.58,1.0
TRUE,0.74,1.0
TRUE,0.7084491,0.0
TRUE,0.5183365,0.0
TRUE,0.23062699,0.0
TRUE,0.6340631,1.0
TRUE,0.67433333,0.0
TRUE,0.37883022,0.0
TRUE,0.62,1.0
TRUE,0.99,1.0
TRUE,0.93,1.0
TRUE,0.45288095,0.0
TRUE,0.5792399,1.0
TRUE,0.37404057,0.0
TRUE,0.88,1.0
TRUE,0.5884603,1.0
TRUE,0.5521868,1.0
TRUE,0.9769524,0.0
TRUE,0.95,0.0
TRUE,0.5521868,1.0
TRUE,1.0,0.0
TRUE,0.95080954,1.0
TRUE,0.62,0.0
TRUE,0.97,1.0
TRUE,0.7416071,1.0
TRUE,0.8048975,0.0
TRUE,0.4110216,0.0
TRUE,0.37883022,1.0
TRUE,0.37404057,1.0
TRUE,0.7660307,1.0
TRUE,0.99,1.0
TRUE,0.73,1.0
TRUE,0.6073007,0.0
TRUE,0.71,0.0
TRUE,0.29,0.0
TRUE,0.79,1.0
TRUE,0.49243486,1.0
TRUE,0.70355535,1.0
TRUE,0.5559836,0.0
TRUE,0.91,1.0
TRUE,0.9385494,0.0
TRUE,0.12,1.0
TRUE,0.5559836,0.0
TRUE,0.35172817,0.0
