actual,ML_prediction,DL_prediction
TRUE,0.32150593,1.0
TRUE,0.47118533,1.0
TRUE,0.85,1.0
TRUE,0.67583334,0.0
TRUE,0.60984874,1.0
TRUE,0.71286833,1.0
TRUE,0.94,1.0
TRUE,0.59,1.0
TRUE,0.99,1.0
TRUE,0.38370493,1.0
TRUE,0.7709867,0.0
TRUE,0.8332868,1.0
TRUE,1.0,1.0
TRUE,0.12583333,1.0
TRUE,0.76,1.0
TRUE,0.6779327,1.0
TRUE,0.7979643,1.0
TRUE,0.2804871,1.0
TRUE,0.7845,1.0
TRUE,0.96,1.0
TRUE,0.67,0.0
TRUE,0.5033409,1.0
TRUE,0.71,1.0
TRUE,0.54385126,0.0
TRUE,0.68580407,1.0
TRUE,0.70257574,1.0
TRUE,0.721,1.0
TRUE,0.46,1.0
TRUE,0.50055295,1.0
TRUE,0.6626779,1.0
TRUE,0.55366266,0.0
TRUE,0.6779327,1.0
TRUE,0.57,0.0
TRUE,0.38370493,0.0
TRUE,0.77,1.0
TRUE,0.53,1.0
TRUE,0.6697469,0.0
TRUE,0.60381716,1.0
TRUE,0.34126025,1.0
TRUE,0.059861388,1.0
TRUE,0.95,1.0
TRUE,0.68580407,1.0
TRUE,0.46565694,1.0
TRUE,0.85785717,0.0
TRUE,0.789,1.0
TRUE,0.79,1.0
TRUE,0.964,1.0
TRUE,0.85198146,0.0
TRUE,0.62,0.0
TRUE,0.87285715,0.0
TRUE,0.71478105,1.0
TRUE,0.54385126,1.0
TRUE,0.7985549,0.0
TRUE,0.41740325,0.0
TRUE,0.38370493,1.0
TRUE,0.34126025,1.0
TRUE,0.74020684,1.0
TRUE,1.0,1.0
TRUE,0.7125,1.0
TRUE,0.60506153,1.0
TRUE,0.60247225,0.0
TRUE,0.67,0.0
TRUE,0.57,1.0
TRUE,0.35051495,1.0
TRUE,0.5426495,0.0
TRUE,0.5212176,1.0
TRUE,0.74,1.0
TRUE,0.910619,1.0
TRUE,0.5083614,1.0
TRUE,0.5426495,0.0
TRUE,0.5423761,0.0
TRUE,0.38880953,1.0
TRUE,0.28688377,1.0
TRUE,0.88,1.0
TRUE,0.5061114,1.0
TRUE,0.7925,1.0
TRUE,0.6556944,1.0
TRUE,0.68580407,1.0
TRUE,0.5033409,1.0
TRUE,0.81753874,1.0
TRUE,0.92,1.0
TRUE,0.35833332,1.0
TRUE,0.68580407,1.0
TRUE,0.5426495,0.0
TRUE,0.7876097,1.0
TRUE,0.5426495,1.0
TRUE,0.68580407,0.0
TRUE,0.6605,0.0
TRUE,0.40577382,1.0
TRUE,0.87,1.0
TRUE,0.5530867,0.0
TRUE,0.85,1.0
TRUE,0.88,1.0
TRUE,0.78,1.0
TRUE,0.68580407,0.0
TRUE,0.60506153,1.0
TRUE,0.38370493,1.0
TRUE,0.74020684,1.0
TRUE,0.5625415,1.0
TRUE,0.98,1.0
TRUE,0.5067222,1.0
TRUE,0.38370493,1.0
TRUE,0.5033409,1.0
TRUE,0.79,0.0
TRUE,0.85276985,1.0
TRUE,0.65,1.0
TRUE,1.0,1.0
TRUE,0.7786667,1.0
TRUE,0.98,1.0
TRUE,0.5245595,0.0
TRUE,0.43566668,0.0
